구분,유저,챗봇,
감정/긴장,멀리서 걸어오는 사람만 봐도 가슴이 두근거리고 긴장이 되더라고요. 정말 큰일이에요.,아마 한 번도 긴장을 안 하는 사람은 없을 거예요.,
감정/긴장,"내가 PT를 하게 됐는데, 처음이라 너무 긴장이 되는 거야.",,
감정/긴장,평소에는 긴장을 잘 안 하거든요. 근데 어젠 그랬어요.,,
감정/긴장,긴장하지 않아도 되는 상황인데 괜히 쫄릴 때가 많아요.,,
감정/긴장,아무 일도 아닌 일에 깜짝 깜짝 놀라고… 긴장하고…,,
감정/긴장,항상 긴장을 하는 상태니까…,,
감정/긴장,원래 긴장을 안 하는 성격인데…어느 순간부터 너무 긴장이 되네요.,,
감정/긴장,심부름 다녀오느라 늦었다 하고 나서는 또 엄청 긴장돼요.,,
감정/긴장,대표님까지 오신 자리여서 더 긴장을 했던 것 같아요.,,
감정/긴장,사람들이 나를 쳐다보면 아무것도 못 하겠어…,,
감정/긴장,뭔가 긴장도 되고… 이 사람이 나한테 해코지하지 않을 거란 걸 아는데도 그래요.,,
감정/눈물,일이 해도해도 끝이 없으니까 눈물이 날 정도였어요. ,우는 건 나쁜 일이 아니에요. 나쁜 감정이 있다면 눈물로 흘려 보내는 것도 좋아요.,
감정/눈물,그래서 많이 울었어요.,더 울고 싶으시면 말씀하세요. 제가 손수건을 가져올게요.,
감정/눈물,눈물이 날 거 같더라고.,감수성이 풍부하다는 증거 같아요. 눈물이 많은 사람 중에 나쁜 사람은 없잖아요.,
감정/눈물,얼마나 힘들었는지 눈물이 핑 돌았어요. ,,
감정/눈물,"교실에서 수업을 들을 때도 마음이 안 좋았는데, 실습을 나가야 해서 장애아들이 다니는 유치원에 가니까 눈물이 왈칵 나더라고요.",,
감정/눈물,괜히 눈물만 나요.,,
감정/눈물,이유 없이 눈물이 왈칵 올라올 때도 있어요.,,
감정/눈물,삑 하면 눈물이 나요.,,
감정/눈물,어느새 눈물이 뚝뚝 흐르고 있더라고요. ,,
감정/눈물,주책인 것 같아서 안 그러고 싶은데 눈물이 안 멈추네요.,,
감정/눈물,내 신세가 처량해서 눈물이 나요.,,
감정/눈물,이상하게 자꾸 울게 돼.,,
감정/눈물,또 멀쩡히 잘 있다가도 갑자기 눈물이 나더라.,,
감정/눈물,그냥 가만히 있다가도 눈물 날 것 같은데 참을 수는 있어요.,,
감정/눈물,가만히 있다가도 눈물 날 것 같고 그래.,,
감정/눈물,누가 조금만 뭐라고 해도 욱하고 눈물 날 것 같고.,,
감정/눈물,"경비 아저씨가 요즘 어떻게 지내냐고, 잘 지내냐고 묻는데 갑자기 눈물이 나는 거야.",,
감정/눈물,옆집 애가 초등학교에 들어갔다는데… 그런 소식을 들어도 눈물이 나고…,,
감정/눈물,눈물만 나.,,
감정/눈물,꾹꾹 눌러 참아도 자꾸 울컥해.,,
감정/눈물,"이제 더 이상 나올 눈물도 없을 거 같은데, 수도꼭지라도 튼 것처럼 눈물이 나.",,
감정/눈물,괜히 눈물만 나오고…,,
감정/눈물,눈물이 자꾸 쏟아져요.,,
감정/눈물,잠에서 깨면 눈물만 흘렀어요.,,
감정/눈물,그리고 6월쯤 되니까 진짜 미칠 것 같아요. 맨날 울고 싶어요.,,
감정/눈물,아직은 좋았던 게 생각나서 눈물나.,,
감정/눈물,자다가 깨서 운 적도 많고.,,
감정/눈물,사람들 없을 때면 펑펑 울었어요.,,
감정/눈물,근처에 사람이 없었는데 조금 울고 말았어..,,
감정/눈물,그래서 나 대학도 내가 원하는 데 붙고 너무 좋은데 요즘 맨날 울어.,,
감정/눈물,계속 시도때도 없이 눈물이 주르륵 흐르고.,,
감정/답답,너무 답답해요.,안 좋은 상황이신 거 같아요. 무슨 일인지 저에게 자세히 얘기해줄 수 있을까요?,
감정/답답,너무 답답해서 미칠 거 같을 때가 있어요.,많이 답답하시겠어요. 오늘만큼은 천천히 산책이라도 해보는 게 어때요?,
감정/답답,눈앞이 깜깜할 때도 있어요.,그랬군요. 제가 당신의 마음을 조금이라도 이해할 수 있으면 좋겠어요.,
감정/답답,진짜 사람 미치는 거지. ,,
감정/답답,나도 답답하긴 하지.,,
감정/답답,마음대로 되는 게 없다고 해야 하나?,,
감정/답답,하루종일 식당에 갇혀 있는 기분이에요.,,
감정/답답,혈압은 분명 정상인 거 같은데… 왜 그런지 모르겠으니까 답답해서 미치겠어요.,,
감정/답답,"머리도 내 맘대로 못 하고, 매일 교복 검사하고, 가방 검사하고… 감옥에라도 갇힌 것 같았어.",,
감정/답답,"지난주에는 더 이상은 못 참겠다, 안 되겠다 생각이 들었어요.",,
감정/답답,미쳐버리겠어.,,
감정/답답,누가 내 마음을 알겠어!,,
감정/답답,정말 저 때문에 시아버지가 돌아가신 걸까요? 어디 하소연할 곳도 없고 너무 답답해요.,,
감정/답답,이해하려고 노력 중인데… 한번씩은 정말 이해가 안 가더라고…,,
감정/답답,얼른 해결하라고 말했는데 감감무소식이야. 답답해 죽겠어!,,
감정/답답,시어머니랑 둘이 하루종일 집에 있으면 숨 막혀요.,,
감정/답답,"안 뽑아보려고 했는데, 답답해서 죽겠는거에요.",,
감정/답답,"친구들이 넌 왜 이렇게 피곤하게 사냐고 하는데, 나도 내가 왜 이러고 사는지 모르겠어. 답답해.",,
감정/답답,"자원해서 중환자실로 가게됐는데, 뭔가 갇혀있는 느낌이 들어서 답답해.",,
감정/답답,왜 이렇게 모든 게 답답하지?,,
감정/답답,뭔가 마음 속에 해소되지 않는 응어리 같은 게 있는 기분이에요.,,
감정/답답,어디부터 뭘 해야 할지 감이 안 잡혀.,,
감정/답답,그럴 땐 정말 막막하다는 말밖에 안 나와.,,
감정/답답,답답해 죽겠어.,,
감정/답답,대체 이게 무슨 일인가 싶어…,,
감정/답답,"그 뒤로 새벽에 자다가 깼는데, 벽에 머리를 안 박으면 안 될 정도로 갑갑했어.",,
감정/답답,진짜 막막하다…,,
감정/답답,답답해서 지식인에라도 질문을 남겨봐야 하나 싶어.,,
감정/답답,마음이 너무 답답해요.,,
감정/답답,평소엔 멀쩡한 거 같은데 가끔 걷잡을 수 없이 답답해져요.,,
감정/답답,어떻게 하면 좋을지 모르겠어요.,,
감정/답답,마음이 답답하네요.,,
감정/답답,가슴이 꽉 막힌 거 같아요.,,
감정/답답,벗어나고 싶다…,,
감정/답답,정말 갑갑하네.,,
감정/답답,걔만 없으면 우리 가족이 편안해질 텐데… 답답하네요.,,
감정/답답,아…진짜 이해가 안돼. 답답한게 한두 가지가 아니야.,,
감정/답답,진짜 갑갑해서 미칠 것 같아요.,,
감정/답답,뭘 어째야하는건지…아…진짜 답답해.,,
감정/답답,남한테 피해 하나 주는것 없이 일하고 술 마시고 그런게 낙이었는데 답답하네요…,,
감정/답답,숨을 아무리 깊게 들이마셔도 갑갑한 느낌이 남아있어요.,,
감정/답답,막 손도 최대한 가만히 두려고 했는데 그럼 답답해서 미칠 것 같아요.,,
감정/답답,6월 부터 너무 답답해요.,,
감정/답답,나를 자유롭게 놔뒀으면 좋겠어.,,
감정/답답,"나까지 잘못되면 안 되는데, 나까지 문제 있으면 안 되는데..",,
감정/답답,그런데 요즘에는 답답해.,,
감정/답답,숨긴다고 숨길 수 있는 게 아니라는 건 아는데 그래도… 그냥 제가 답답해요.,,
감정/답답,어떻게 하면 좋을까… 진짜 답답하다.,,
감정/답답,"근데… 아, 잘 모르겠다. 뭐가 문젠지 모르겠어. 너무 답답해.",,
감정/답답,아침에 눈뜨자마자 막막해요.,,
감정/답답/사람많은곳,사람이 많은 자리라서 그런지 굉장히 갑갑하게 느껴졌어.,사람이 많은 곳이 불편하시군요. 그럴 땐 얼른 도망쳐버리고 싶죠.,
감정/답답/사람많은곳,기차에서 내려서 서울 시내로 가잖아? 그럼 더 답답해.,저도 사람 많은 곳은 힘든 것 같아요. 그래서 최대한 피하려고 노력해요.,
감정/답답/사람많은곳,무슨 사람이 그렇게 많은지…,사람이 많아지면 정말 기운을 많이 빼앗기는 것 같아요. ,
감정/답답/사람많은곳,사람이 많이 모여있는 곳에 가면 옥죄듯 갑갑한 기분이 들어요.,,
감정/답답/사람많은곳,사람 빽빽이 들어찬 교실에 앉아 있다 보면 너무너무 답답해…,,
감정/당황,말문이 턱 막혔어… ,누구나 그랬을 거예요.,
감정/당황,좀 당황스럽기도 해.,당황스러운 게 당연하죠. 충분히 이해가 가요. ,
감정/당황,"내 직업이 사람 만나는 일인데, 너무 당황이 되는 거야.",제가 뭔가 도와드릴 수 있는 일이 있었으면 좋겠네요. ,
감정/당황,심장이 덜컥 내려앉는 거 같았어요.,,
감정/당황,좀 어이가 없었죠.,,
감정/당황,"아, 진짜 큰일났다… 그런 생각밖에 안 들었어.",,
감정/당황,그런 일이 처음이라..얼마나 당황했던지..,,
감정/당황,그런 생각은 안 해봤어서 좀 당황스럽긴 한데 일단 가보라니까…,,
감정/당황,아예 슬라이드 하나를 날려 먹은 건 당연하고 완전 당황해서…,,
감정/두려움,저도 꼭 그럴 것만 같아서 너무 두려워요.,두려운 감정을 느끼고 계시군요. 제가 옆에 있어드릴게요.,
감정/두려움,너무 두려웠어요.,막상 그 상황이 닥치면 아무렇지 않을지도 몰라요. 너무 걱정 마세요.,
감정/두려움,눈 뜨는게 두렵네요.,"""우리가 유일하게 두려워해야 할 것은 두려움 그 자체다."" 두려움이 당신을 잠식하도록 두지 마세요.",
감정/두려움,앞으로 어떻게 될지 모르는 거니까…너무 두려워요.,,
감정/두려움,저는 세상이 너무 두려워요.,,
감정/두려움,다른 거로는 해소가 안 돼. 오직 내 손으로. 두려움과 함께 긋는 거야.,,
감정/두려움,저는 그래서 목욕탕도 잘 안 가고 맨날 수영 하던 것도 관뒀어요. 두려워서…,,
감정/두려움,또 안 좋은 일 생기면 이번에는 저한테 무슨 짓을 할 줄 알구요. 너무 두려워요.,,
감정/두려움/운전,"다행히 고속도로였고, 휴게소가 바로 보여서 죽을 힘을 다해서 운전했어요. ",그 마음 이해해요. 운전은 정말 쉽지 않은 일이죠.,
감정/두려움/운전,이제 운전을 못하겠어. 안 한 지 꽤 된 거 같아.,짧은 거리를 조금씩 운전해보는 건 어떨까요? ,
감정/두려움/운전,사고 이후로 운전하는 게 무서워서 못하게 됐어요.,너무 두렵고 무섭다면 굳이 이겨내려고 하지 않아도 돼요. 한국은 대중교통이 편리하잖아요.,
감정/두려움/운전,운전대도 못 잡겠어요.,,
감정/두려움/운전,운전을 할 수 없게 됐어. 차도 팔아야 할 것 같아.,,
감정/두려움/자동차,차는 타면 뛰어내리고 싶은 정도예요.,차에 타는 건 많은 용기가 필요한 일인 것 같아요. ,
감정/두려움/자동차,차에 타면 뛰어내리고 싶을 정도야.,너무 무섭다면 차에 타서 차라리 잠을 자는 건 어떨까요?,
감정/두려움/자동차,사고난 이후로 차 탈 때 조수석에는 안 타게 되더라.,차에 대한 안 좋은 기억이 있으시군요. 이제 아무 일도 없을 거예요. 저를 믿으세요.,
감정/두려움/자동차,차에 타기가 무서워요…,,
감정/두려움/자동차,차에 타면 뭔가 잘못될 것 같아요.,,
감정/멍함,그때는 그냥 얼떨떨했던 거 같아요. ,저도 가끔 그럴 때가 있는 것 같아요. 집중이 안 되고 명료하지 못한 날이 가끔 있죠.,
감정/멍함,마음이 하루종일 붕 떠 있고… 멍하고…,아무것도 하지 않아도 되는 날을 가끔 만드는 것도 좋은 것 같아요.,
감정/멍함,하루가 멍하게 지나가는 것 같아요.,억지로 뭘 하려고 하지 말고 푹 쉬는 건 어떨까요?,
감정/멍함,알바 가는 시간 빼놓고는 하루종일 그냥 집에 멍하니 있어요.,,
감정/멍함,집에서 TV틀어놓고 멍때리고 있었죠.,,
감정/멍함,"그러다 졸리면 자고, 배고프면 밥먹고… 하루종일 멍하게 있었어요.",,
감정/멍함,문제집 펼쳐놓고 멍하게 있을 때가 많아.,,
감정/멍함,머릿속이 명료하지가 않고 흐리멍텅한 기분이야.,,
감정/멍함,요즘 계속 머리가 멍한 거 같아.,,
감정/멍함,그리고 하루종일 멍해요. 누구랑 얘기도 하기 어려울 만큼 진짜.,,
감정/멍함,그러니까 바로 정신이 멍해지는 거예요.,,
감정/멍함,그렇게 몽롱한 상태로 있다가 아침이 돼서야 잠들어요.,,
감정/멍함,멍하고 평소에도 자주 멍때려.,,
감정/모호함,그래도 뭐 다른 방법이 없으니까…,그러셨군요. 충분히 그럴 수 있는 상황이었던 것 같아요.,
감정/모호함,내가 모를 줄 알고? ,저라도 그런 감정을 느꼈을 거예요.,
감정/모호함,오히려 외로움 느낄 틈 없이 잘해줘요.,"헉, 그런 일이 있었군요?",
감정/모호함,정말이지 비인간적이에요.,,
감정/모호함,안되는건 안되는거니까.,,
감정/모호함,정말 어처구니 없는 일이죠. ,,
감정/모호함,그래서 그런가?,,
감정/모호함,한편으로는 올 게 왔다? 그런 생각도 들었어요.,,
감정/모호함,다행이지 뭐.,,
감정/모호함,아무래도 말이 안 되는 거 같아요.,,
감정/모호함,당연하다고 생각해요…,,
감정/모호함,진짜 큰일날 뻔했지…,,
감정/모호함,그런 거 같기도 하고… 잘 모르겠다.,,
감정/모호함,바보 같은 얘기인거 아는데…그래도 진짜 그렇게 느껴진다구!,,
감정/모호함,살아 보니까…어른들 말이 틀린게 하나도 없더라구.,,
감정/모호함,근본을 숨길 수는 없나봐…,,
감정/모호함,아…이대로는 안될것 같아요.,,
감정/모호함,아기를 사랑하는 마음이랑은 별개야.,,
감정/모호함,돈이 아까웠지만 그런거 생각할 겨를도 없었어요.,,
감정/무력감,그냥 내일 아침에 일어났을 때 죽어있었으면 좋겠어요.,가치가 없는 사람은 없다고 생각해요.,
감정/무력감,그럴 때마다 나는 들을 수밖에 없고.,너무 자책하지 마세요. 당신은 제게 소중한 사람이에요.,
감정/무력감,내일이 없었으면 좋겠다고 생각해.,당신의 발목을 붙잡는 그 감정은 제가 오늘 밤에 가져가도록 할게요.,
감정/무력감,그 상황에서는 제가 할 수 있는 일이 아무것도 없었어요.,,
감정/무력감,내가 할 수 있는 게 아무것도 없는 거 같아요.,,
감정/무력감,가끔은 그런 생각이 들어. 진짜 아무 것도 못 하겠다는 생각.,,
감정/무력감,근데 내가 딱히 도와드릴 수 있는 것도 없고… 되게… 무력감이 들어.,,
